id,year,county,cause,sex,age_code,N
5696,100,510,8,2,17,1
5697,100,510,8,1,17,1
5698,100,510,8,1,18,3
5699,100,510,8,2,19,2
5700,100,510,8,1,19,2
5701,100,510,8,1,20,2
5702,100,510,8,2,21,3
5703,100,510,8,1,21,2
5704,100,510,8,2,22,4
5705,100,510,8,1,22,1
5706,100,510,8,1,23,1
5707,100,510,10,1,21,1
5708,100,510,10,2,22,1
5709,100,510,13,2,19,1
5710,100,510,13,1,19,1
5711,100,510,13,2,20,2
5712,100,510,13,1,20,2
5713,100,510,13,1,21,3
5714,100,510,13,2,22,3
5715,100,510,13,1,22,3
5716,100,510,13,2,23,1
5717,100,510,17,2,23,1
5718,100,510,20,2,17,1
5719,100,510,20,2,21,1
5720,100,510,23,1,21,1
5721,100,510,23,1,22,1
5722,100,510,26,1,22,1
5723,100,510,32,2,19,1
5724,100,510,32,2,21,1
5725,100,510,32,2,22,1
5726,100,510,33,1,21,1
5727,100,511,1,1,16,1
5728,100,511,2,1,17,1
5729,100,511,7,2,19,1
5730,100,511,7,1,21,2
5731,100,511,7,1,22,2
5732,100,511,8,1,14,1
5733,100,511,8,1,18,1
5734,100,511,8,2,20,4
5735,100,511,8,1,20,3
5736,100,511,8,1,21,1
5737,100,511,8,2,22,1
5738,100,511,8,1,22,1
5739,100,511,8,2,23,1
5740,100,511,8,1,23,1
5741,100,511,9,1,20,1
5742,100,511,9,1,23,1
5743,100,511,10,1,19,1
5744,100,511,10,1,20,1
5745,100,511,11,1,16,1
5746,100,511,13,1,14,1
5747,100,511,13,1,18,1
5748,100,511,13,2,19,1
5749,100,511,13,1,19,3
5750,100,511,13,2,20,1
5751,100,511,13,1,20,3
5752,100,511,13,2,21,1
5753,100,511,13,1,21,5
5754,100,511,13,2,22,1
5755,100,511,13,1,23,2
5756,100,511,17,2,22,1
5757,100,511,19,2,17,1
5758,100,511,19,2,18,1
5759,100,511,20,2,16,1
5760,100,511,20,2,19,1
5761,100,511,22,2,22,1
5762,100,511,23,1,20,2
5763,100,511,23,1,21,1
5764,100,511,26,2,19,1
5765,100,511,26,1,19,1
5766,100,511,26,1,21,1
5767,100,511,26,1,23,1
5768,100,511,29,2,20,1
5769,100,511,31,1,16,1
5770,100,511,32,1,16,1
5771,100,511,32,1,22,1
5772,100,511,33,1,20,1
5773,100,511,33,1,22,1
5774,100,511,33,2,23,1
5775,100,512,1,1,15,2
5776,100,512,1,1,16,1
5777,100,512,1,1,18,1
5778,100,512,1,1,19,1
5779,100,512,1,1,20,1
5780,100,512,1,1,21,1
5781,100,512,3,1,16,1
5782,100,512,4,1,16,1
5783,100,512,5,2,17,1
5784,100,512,5,1,17,1
5785,100,512,5,2,18,1
5786,100,512,5,2,20,1
5787,100,512,5,1,21,2
5788,100,512,5,2,22,1
5789,100,512,5,1,22,2
5790,100,512,5,1,23,1
5791,100,512,7,1,15,1
5792,100,512,7,1,16,1
5793,100,512,7,1,17,1
5794,100,512,7,1,21,1
5795,100,512,7,2,22,1
5796,100,512,7,1,22,1
5797,100,512,7,1,23,1
5798,100,512,7,2,24,1
5799,100,512,8,2,16,2
5800,100,512,8,2,17,1
5801,100,512,8,1,17,2
5802,100,512,8,2,18,2
5803,100,512,8,1,18,3
5804,100,512,8,1,19,2
5805,100,512,8,2,20,2
5806,100,512,8,1,20,6
5807,100,512,8,2,21,2
5808,100,512,8,1,21,1
5809,100,512,8,2,22,1
5810,100,512,8,1,22,1
5811,100,512,8,2,23,2
5812,100,512,8,1,23,2
5813,100,512,10,1,18,1
5814,100,512,13,2,15,1
5815,100,512,13,1,15,1
5816,100,512,13,2,17,1
5817,100,512,13,1,17,1
5818,100,512,13,1,18,1
5819,100,512,13,2,19,1
5820,100,512,13,1,19,2
5821,100,512,13,1,20,3
5822,100,512,13,2,21,1
5823,100,512,13,1,21,1
5824,100,512,13,2,22,1
5825,100,512,13,1,22,1
5826,100,512,13,2,23,2
5827,100,512,13,1,23,1
5828,100,512,14,2,21,1
5829,100,512,17,1,21,1
5830,100,512,17,1,23,1
5831,100,512,19,2,13,1
5832,100,512,19,2,18,1
5833,100,512,19,2,22,1
5834,100,512,20,2,22,1
5835,100,512,25,1,20,1
5836,100,512,26,2,19,1
5837,100,512,26,2,21,1
5838,100,512,26,1,23,1
5839,100,512,32,1,17,1
5840,100,512,32,1,18,1
5841,100,512,33,1,17,1
5842,100,512,33,1,21,1
5843,100,512,33,2,22,1
5844,100,513,1,1,15,1
5845,100,513,1,2,16,1
5846,100,513,1,1,17,1
5847,100,513,1,1,18,1
5848,100,513,3,1,16,1
5849,100,513,4,1,14,1
5850,100,513,4,1,15,1
5851,100,513,4,1,16,1
5852,100,513,4,1,21,1
5853,100,513,5,2,14,1
5854,100,513,5,2,20,1
5855,100,513,7,2,19,1
5856,100,513,7,2,21,1
5857,100,513,7,1,22,1
5858,100,513,7,2,23,1
5859,100,513,8,1,15,1
5860,100,513,8,1,16,1
5861,100,513,8,2,17,1
5862,100,513,8,1,17,1
5863,100,513,8,1,18,1
5864,100,513,8,2,19,1
5865,100,513,8,2,20,1
5866,100,513,8,1,20,1
5867,100,513,8,2,21,1
5868,100,513,8,1,21,2
5869,100,513,8,2,22,2
5870,100,513,8,1,22,1
5871,100,513,8,2,23,1
5872,100,513,9,2,18,1
5873,100,513,9,2,21,1
5874,100,513,10,1,14,1
5875,100,513,10,2,21,1
5876,100,513,12,1,20,1
5877,100,513,13,2,14,1
5878,100,513,13,1,21,2
5879,100,513,13,2,22,1
5880,100,513,13,1,22,2
5881,100,513,13,1,23,2
5882,100,513,17,2,18,1
5883,100,513,23,1,23,1
5884,100,513,25,1,18,1
5885,100,513,26,2,22,1
5886,100,513,29,2,21,1
5887,100,513,33,1,16,1
5888,100,513,33,1,17,1
5889,100,513,33,2,21,2
5890,100,514,1,1,14,1
5891,100,514,1,1,15,1
5892,100,514,1,1,23,1
5893,100,514,3,1,23,1
5894,100,514,4,1,15,1
5895,100,514,4,2,22,1
5896,100,514,4,1,22,1
5897,100,514,5,2,21,1
5898,100,514,7,1,17,1
5899,100,514,7,2,22,1
5900,100,514,7,1,22,2
5901,100,514,8,1,13,1
5902,100,514,8,1,14,1
5903,100,514,8,2,15,1
5904,100,514,8,1,16,2
5905,100,514,8,1,18,3
5906,100,514,8,2,19,1
5907,100,514,8,1,19,1
5908,100,514,8,1,20,3
5909,100,514,8,2,21,4
5910,100,514,8,1,21,2
5911,100,514,8,2,22,3
5912,100,514,8,1,22,4
5913,100,514,10,1,21,1
5914,100,514,10,2,23,1
5915,100,514,13,2,15,1
5916,100,514,13,2,18,1
5917,100,514,13,2,19,1
5918,100,514,13,2,20,1
5919,100,514,13,2,21,1
5920,100,514,13,2,22,1
5921,100,514,13,1,22,1
5922,100,514,13,2,23,1
5923,100,514,13,1,23,1
5924,100,514,17,2,17,1
5925,100,514,17,1,22,1
5926,100,514,17,1,23,1
5927,100,514,18,2,12,1
5928,100,514,19,2,16,1
5929,100,514,19,2,21,1
5930,100,514,20,2,13,1
5931,100,514,23,1,23,1
5932,100,514,27,1,17,1
5933,100,514,27,2,19,1
5934,100,514,29,2,20,1
5935,100,514,29,1,20,1
5936,100,514,31,2,22,1
5937,100,514,31,1,22,1
5938,100,514,32,1,22,1
5939,100,514,33,2,20,1
5940,100,514,33,2,21,1
5941,100,514,33,1,24,1
5942,100,515,1,1,15,1
5943,100,515,1,1,16,2
5944,100,515,3,1,18,1
5945,100,515,7,1,15,1
5946,100,515,7,2,20,1
5947,100,515,7,1,21,1
5948,100,515,7,2,24,2
5949,100,515,8,1,20,1
5950,100,515,8,1,22,1
5951,100,515,10,2,24,1
5952,100,515,13,1,14,1
5953,100,515,13,1,18,1
5954,100,515,13,1,19,2
5955,100,515,13,1,20,2
5956,100,515,13,1,21,1
5957,100,515,13,1,22,1
5958,100,515,13,1,23,1
5959,100,515,13,2,24,1
5960,100,515,13,1,24,1
5961,100,515,19,2,18,1
5962,100,515,19,2,19,1
5963,100,515,20,2,23,1
5964,100,515,23,1,19,1
5965,100,515,23,1,21,1
5966,100,515,25,2,23,1
5967,100,515,31,1,22,1
5968,100,515,32,1,17,1
5969,100,515,33,1,18,1
5970,100,516,1,1,14,1
5971,100,516,1,2,21,1
5972,100,516,3,1,13,1
5973,100,516,3,1,18,1
5974,100,516,3,2,20,1
5975,100,516,4,1,16,1
5976,100,516,5,1,18,1
5977,100,516,5,1,19,1
5978,100,516,5,1,20,1
5979,100,516,5,2,21,1
5980,100,516,5,1,23,1
5981,100,516,7,2,15,1
5982,100,516,7,1,19,1
5983,100,516,7,1,21,1
5984,100,516,7,1,22,2
5985,100,516,7,2,24,1
5986,100,516,8,2,12,1
5987,100,516,8,1,15,1
5988,100,516,8,1,17,2
5989,100,516,8,1,18,2
5990,100,516,8,2,19,1
5991,100,516,8,1,19,1
5992,100,516,8,1,21,1
5993,100,516,8,2,23,1
5994,100,516,8,1,23,1
5995,100,516,10,2,17,1
5996,100,516,10,1,21,1
5997,100,516,13,1,14,1
5998,100,516,13,1,15,1
5999,100,516,13,2,16,1
6000,100,516,13,1,17,3
6001,100,516,13,2,18,1
6002,100,516,13,2,19,1
6003,100,516,13,1,19,1
6004,100,516,13,1,20,1
6005,100,516,13,2,21,1
6006,100,516,13,1,21,1
6007,100,516,13,1,22,1
6008,100,516,13,2,23,1
6009,100,516,13,1,23,1
6010,100,516,13,1,24,1
6011,100,516,19,2,18,1
6012,100,516,19,2,21,1
6013,100,516,20,2,16,1
6014,100,516,20,2,22,1
6015,100,516,22,2,18,1
6016,100,516,23,1,21,1
6017,100,516,25,1,17,1
6018,100,516,25,2,19,1
6019,100,516,27,1,19,1
6020,100,516,31,2,21,1
6021,100,516,32,1,9,1
6022,100,516,32,1,16,1
6023,100,516,32,1,17,1
6024,100,516,32,2,23,1
6025,100,516,33,2,22,1
6026,100,516,33,1,22,1
6027,100,516,33,2,23,1
6028,100,517,1,1,14,1
6029,100,517,1,1,19,1
6030,100,517,1,1,21,1
6031,100,517,4,1,16,1
6032,100,517,4,1,17,1
6033,100,517,4,1,21,1
6034,100,517,4,1,25,1
6035,100,517,5,1,16,1
6036,100,517,5,1,17,1
6037,100,517,5,1,22,1
6038,100,517,5,1,24,1
6039,100,517,7,1,16,1
6040,100,517,7,1,17,1
6041,100,517,7,2,19,1
6042,100,517,7,2,20,1
6043,100,517,7,2,21,1
6044,100,517,7,2,22,1
6045,100,517,7,2,23,1
6046,100,517,7,1,23,1
6047,100,517,8,1,14,2
6048,100,517,8,1,15,1
6049,100,517,8,1,16,1
6050,100,517,8,1,17,1
6051,100,517,8,1,18,2
6052,100,517,8,1,19,1
6053,100,517,8,2,20,1
6054,100,517,8,1,21,2
6055,100,517,8,2,22,3
6056,100,517,8,1,22,1
6057,100,517,8,2,23,1
6058,100,517,8,1,23,2
6059,100,517,10,2,21,3
6060,100,517,10,1,22,1
6061,100,517,10,2,24,1
6062,100,517,12,1,15,1
6063,100,517,13,2,15,1
6064,100,517,13,1,15,2
6065,100,517,13,1,17,1
6066,100,517,13,1,18,1
6067,100,517,13,2,19,2
6068,100,517,13,1,19,2
6069,100,517,13,2,20,1
6070,100,517,13,1,20,2
6071,100,517,13,2,21,3
6072,100,517,13,1,21,2
6073,100,517,13,2,23,2
6074,100,517,13,1,23,1
6075,100,517,13,2,24,3
6076,100,517,13,1,24,2
6077,100,517,17,2,25,1
6078,100,517,19,2,16,2
6079,100,517,19,2,21,1
6080,100,517,20,2,22,1
6081,100,517,21,2,19,1
6082,100,517,22,2,16,1
6083,100,517,23,1,23,1
6084,100,517,25,1,20,1
6085,100,517,26,1,22,1
6086,100,517,27,2,19,1
6087,100,517,31,1,17,1
6088,100,517,31,1,20,1
6089,100,517,31,1,23,1
6090,100,517,32,1,23,1
6091,100,517,33,1,20,1
6092,100,517,33,1,21,1
6093,100,517,33,1,22,1
6094,100,518,1,1,13,2
6095,100,518,1,1,21,1
6096,100,518,2,1,22,1
6097,100,518,3,1,17,1
6098,100,518,3,2,20,1
6099,100,518,3,1,22,1
6100,100,518,4,1,15,2
6101,100,518,4,1,18,1
6102,100,518,5,1,19,1
6103,100,518,5,2,20,1
6104,100,518,5,1,22,2
6105,100,518,7,1,16,1
6106,100,518,7,1,17,2
6107,100,518,7,1,18,1
6108,100,518,7,2,19,1
6109,100,518,7,1,20,1
6110,100,518,7,2,21,1
6111,100,518,7,1,22,2
6112,100,518,7,2,22,1
6113,100,518,7,2,24,1
6114,100,518,7,1,24,1
6115,100,518,8,1,14,1
6116,100,518,8,1,16,1
6117,100,518,8,1,17,2
6118,100,518,8,1,18,3
6119,100,518,8,1,19,2
6120,100,518,8,2,20,2
6121,100,518,8,1,20,4
6122,100,518,8,1,21,5
6123,100,518,8,2,22,1
6124,100,518,8,1,22,1
6125,100,518,8,1,23,2
6126,100,518,9,1,18,1
6127,100,518,9,1,21,1
6128,100,518,9,2,22,1
6129,100,518,9,1,23,1
6130,100,518,10,1,18,1
6131,100,518,10,2,21,2
6132,100,518,10,2,22,1
6133,100,518,13,1,15,1
6134,100,518,13,1,18,1
6135,100,518,13,1,19,1
6136,100,518,13,1,20,4
6137,100,518,13,2,21,1
6138,100,518,13,1,21,2
6139,100,518,13,2,22,1
6140,100,518,13,1,23,1
6141,100,518,13,2,23,2
6142,100,518,13,1,24,1
6143,100,518,14,1,14,1
6144,100,518,17,1,16,1
6145,100,518,19,2,17,2
6146,100,518,22,2,20,1
6147,100,518,23,1,21,1
6148,100,518,24,1,22,1
6149,100,518,25,1,22,1
6150,100,518,26,1,17,1
6151,100,518,26,1,21,1
6152,100,518,27,2,8,1
6153,100,518,31,1,19,1
6154,100,518,31,1,20,1
6155,100,518,31,2,21,1
6156,100,518,31,1,22,1
6157,100,518,33,2,18,1
6158,100,518,33,2,20,3
6159,100,518,33,1,24,1
6160,100,519,3,1,16,1
6161,100,519,4,1,19,1
6162,100,519,5,1,19,1
6163,100,519,5,1,23,2
6164,100,519,7,2,18,1
6165,100,519,7,1,20,1
6166,100,519,7,2,21,1
6167,100,519,7,1,21,1
6168,100,519,7,2,22,1
6169,100,519,8,1,15,2
6170,100,519,8,1,16,1
6171,100,519,8,1,20,2
6172,100,519,8,2,21,1
6173,100,519,8,1,21,2
6174,100,519,9,2,22,1
6175,100,519,10,1,13,1
6176,100,519,10,1,21,1
6177,100,519,13,1,20,1
6178,100,519,13,2,21,1
6179,100,519,13,1,21,1
6180,100,519,13,1,22,1
6181,100,519,13,2,23,1
6182,100,519,13,2,24,1
6183,100,519,25,2,19,1
6184,100,519,26,2,19,1
6185,100,519,26,1,19,1
6186,100,519,26,2,20,2
6187,100,519,26,1,20,1
6188,100,519,26,1,21,1
6189,100,519,26,2,22,1
6190,100,519,26,2,23,1
6191,100,519,31,1,20,1
6192,100,519,31,2,21,1
6193,100,519,32,1,13,1
6194,100,519,33,2,18,1
6195,100,519,33,1,19,1
6196,100,519,33,2,20,1
6197,100,519,33,1,20,2
6198,100,519,33,1,21,2
6199,100,519,33,2,22,1
6200,100,520,1,1,14,1
6201,100,520,1,1,15,1
6202,100,520,1,2,16,1
6203,100,520,1,1,16,2
6204,100,520,1,1,17,1
6205,100,520,1,1,19,1
6206,100,520,4,1,16,1
6207,100,520,4,1,20,1
6208,100,520,5,2,20,1
6209,100,520,5,1,24,1
6210,100,520,6,2,22,1
6211,100,520,7,2,15,1
6212,100,520,7,1,15,1
6213,100,520,7,2,17,1
6214,100,520,7,1,17,2
6215,100,520,7,2,18,1
6216,100,520,7,2,21,1
6217,100,520,7,1,21,1
6218,100,520,7,1,22,1
6219,100,520,8,1,13,1
6220,100,520,8,1,16,3
6221,100,520,8,2,17,1
6222,100,520,8,1,17,2
6223,100,520,8,1,18,2
6224,100,520,8,2,19,1
6225,100,520,8,1,19,2
6226,100,520,8,2,20,1
6227,100,520,8,1,20,1
6228,100,520,8,1,22,1
6229,100,520,9,2,20,1
6230,100,520,10,2,21,1
6231,100,520,13,1,15,1
6232,100,520,13,2,16,1
6233,100,520,13,1,17,3
6234,100,520,13,2,18,1
6235,100,520,13,1,18,2
6236,100,520,13,2,20,2
6237,100,520,13,2,21,1
6238,100,520,13,1,21,2
6239,100,520,13,2,22,1
6240,100,520,13,1,22,3
6241,100,520,13,2,23,1
6242,100,520,13,1,23,1
6243,100,520,17,1,13,1
6244,100,520,18,2,17,1
6245,100,520,18,2,19,1
6246,100,520,19,2,16,1
6247,100,520,19,2,18,1
6248,100,520,20,2,16,1
6249,100,520,20,2,20,1
6250,100,520,20,2,22,1
6251,100,520,22,2,16,1
6252,100,520,23,1,20,1
6253,100,520,23,1,21,2
6254,100,520,23,1,24,1
6255,100,520,26,2,20,1
6256,100,520,27,1,9,1
6257,100,520,29,2,23,1
6258,100,520,32,2,12,1
6259,100,520,32,1,17,1
6260,100,520,32,1,22,1
6261,100,520,33,2,17,1
6262,100,520,33,2,22,2
6263,100,520,33,1,22,1
6264,100,521,1,1,14,1
6265,100,521,1,1,15,1
6266,100,521,1,1,17,2
6267,100,521,1,1,20,1
6268,100,521,3,1,20,1
6269,100,521,4,1,22,1
6270,100,521,5,1,14,1
6271,100,521,5,2,16,1
6272,100,521,5,2,18,1
6273,100,521,5,1,19,1
6274,100,521,5,1,21,1
6275,100,521,6,1,22,1
6276,100,521,7,1,20,1
6277,100,521,7,2,21,1
6278,100,521,7,1,21,2
6279,100,521,7,2,22,1
6280,100,521,8,1,14,1
6281,100,521,8,1,16,1
6282,100,521,8,1,17,2
6283,100,521,8,2,19,2
6284,100,521,8,1,20,1
6285,100,521,9,2,17,1
6286,100,521,9,2,19,1
6287,100,521,9,2,20,1
6288,100,521,10,2,21,1
6289,100,521,13,2,15,1
6290,100,521,13,2,16,1
6291,100,521,13,1,16,1
6292,100,521,13,1,18,3
6293,100,521,13,2,19,1
6294,100,521,13,1,19,3
6295,100,521,13,1,20,1
6296,100,521,13,2,21,1
6297,100,521,13,1,21,2
6298,100,521,13,1,23,2
6299,100,521,16,1,8,1
6300,100,521,19,2,16,3
6301,100,521,19,2,17,1
6302,100,521,19,2,24,1
6303,100,521,20,2,14,1
6304,100,521,20,2,23,1
6305,100,521,22,2,12,1
6306,100,521,26,2,18,1
6307,100,521,26,1,19,2
6308,100,521,26,2,20,1
6309,100,521,26,2,21,2
6310,100,521,26,1,21,2
6311,100,521,26,1,24,1
6312,100,521,27,1,13,1
6313,100,521,27,1,20,1
6314,100,521,32,1,12,1
6315,100,521,32,2,21,1
6316,100,521,33,2,18,2
6317,100,521,33,1,18,2
6318,100,521,33,2,22,2
6319,100,521,33,1,22,1
6320,100,522,1,1,21,1
6321,100,522,5,2,19,1
6322,100,522,7,2,20,1
6323,100,522,7,1,20,1
6324,100,522,7,2,21,1
6325,100,522,8,1,14,1
6326,100,522,8,1,19,1
6327,100,522,8,1,21,1
6328,100,522,10,2,20,1
6329,100,522,13,1,21,1
6330,100,522,19,2,14,1
6331,100,522,26,1,17,1
6332,100,522,27,1,17,1
6333,100,522,27,2,20,1
6334,100,522,28,2,22,1
6335,100,522,31,2,20,1
6336,100,522,32,1,21,1
6337,100,522,33,1,20,1
6338,100,523,1,1,14,1
6339,100,523,1,1,15,1
6340,100,523,1,1,16,1
6341,100,523,2,1,17,1
6342,100,523,3,1,21,1
6343,100,523,5,2,20,1
6344,100,523,7,1,16,1
6345,100,523,7,1,21,1
6346,100,523,7,1,22,1
6347,100,523,7,2,23,1
6348,100,523,7,1,23,1
6349,100,523,8,1,15,1
6350,100,523,8,2,17,1
6351,100,523,8,1,19,1
6352,100,523,8,2,20,1
6353,100,523,8,2,21,1
6354,100,523,8,2,22,1
6355,100,523,8,2,23,1
6356,100,523,10,2,16,1
6357,100,523,10,2,20,1
6358,100,523,13,2,16,1
6359,100,523,13,1,18,1
6360,100,523,13,1,19,2
6361,100,523,13,1,20,1
6362,100,523,13,1,21,2
6363,100,523,13,2,24,1
6364,100,523,19,2,15,1
6365,100,523,20,2,22,1
6366,100,523,31,1,23,1
6367,100,523,33,1,19,1
6368,100,523,33,2,20,1
6369,100,523,33,2,21,1
6370,100,523,33,2,22,1
6371,100,524,1,1,16,1
6372,100,524,4,1,14,1
6373,100,524,4,1,15,1
6374,100,524,4,1,23,1
6375,100,524,5,1,14,1
6376,100,524,5,1,21,1
6377,100,524,7,2,19,1
6378,100,524,7,1,19,1
6379,100,524,7,1,21,1
6380,100,524,8,1,14,1
6381,100,524,8,1,17,1
6382,100,524,8,1,18,2
6383,100,524,8,1,20,2
6384,100,524,8,2,21,1
6385,100,524,8,1,22,1
6386,100,524,8,1,23,1
6387,100,524,9,2,16,1
6388,100,524,13,2,18,1
6389,100,524,13,1,19,1
6390,100,524,13,1,20,1
6391,100,524,13,1,21,3
6392,100,524,13,2,22,1
6393,100,524,13,2,23,1
6394,100,524,18,2,17,1
6395,100,524,19,2,21,1
6396,100,524,20,2,19,1
6397,100,524,22,2,19,1
6398,100,524,23,1,17,1
6399,100,524,23,1,21,1
6400,100,524,32,1,3,1
6401,100,524,32,2,20,1
6402,100,524,32,1,20,1
6403,100,524,33,1,16,1
6404,100,524,33,1,20,1
6405,100,525,3,1,15,1
6406,100,525,3,1,21,1
6407,100,525,7,2,13,1
6408,100,525,7,1,19,1
6409,100,525,7,2,22,1
6410,100,525,8,1,16,1
6411,100,525,8,2,17,1
6412,100,525,8,2,18,1
6413,100,525,8,1,18,1
6414,100,525,8,1,19,1
6415,100,525,8,1,20,2
6416,100,525,8,2,21,1
6417,100,525,8,1,21,3
6418,100,525,8,1,22,2
6419,100,525,8,2,23,1
6420,100,525,8,1,24,1
6421,100,525,9,2,20,1
6422,100,525,13,2,20,1
6423,100,525,13,2,21,1
6424,100,525,19,2,14,1
6425,100,525,21,2,16,1
6426,100,525,25,1,15,1
6427,100,525,26,2,23,1
6428,100,525,31,1,20,1
6429,100,525,33,2,22,2
6430,100,526,1,1,16,1
6431,100,526,1,1,17,1
6432,100,526,3,1,16,1
6433,100,526,4,1,16,1
6434,100,526,5,2,19,1
6435,100,526,5,1,22,1
6436,100,526,7,2,19,1
6437,100,526,7,1,22,1
6438,100,526,7,2,23,1
6439,100,526,8,1,18,1
6440,100,526,8,2,21,1
6441,100,526,8,1,21,1
6442,100,526,8,1,22,2
6443,100,526,8,2,24,1
6444,100,526,13,2,18,1
6445,100,526,13,1,18,1
6446,100,526,13,1,19,1
6447,100,526,13,2,21,2
6448,100,526,13,1,21,1
6449,100,526,13,2,23,1
6450,100,526,19,2,15,1
6451,100,526,21,2,23,1
6452,100,526,23,1,23,1
6453,100,526,25,2,20,1
6454,100,526,26,2,22,1
6455,100,526,33,1,20,1
6456,100,527,1,1,12,1
6457,100,527,1,1,14,1
6458,100,527,1,1,16,2
6459,100,527,1,1,18,2
6460,100,527,1,1,19,1
6461,100,527,1,1,20,1
6462,100,527,1,1,22,1
6463,100,527,3,2,14,1
6464,100,527,3,1,16,1
6465,100,527,3,1,17,1
6466,100,527,3,1,18,1
6467,100,527,3,1,21,2
6468,100,527,4,1,16,3
6469,100,527,4,1,17,1
6470,100,527,4,1,20,1
6471,100,527,5,2,14,1
6472,100,527,5,1,15,1
6473,100,527,5,2,16,1
6474,100,527,5,1,17,2
6475,100,527,5,1,21,2
6476,100,527,5,1,23,1
6477,100,527,5,2,23,1
6478,100,527,7,1,16,2
6479,100,527,7,1,18,3
6480,100,527,7,1,19,1
6481,100,527,7,2,20,1
6482,100,527,7,1,21,4
6483,100,527,7,1,22,2
6484,100,527,7,2,23,1
6485,100,527,7,2,24,1
6486,100,527,8,1,14,1
6487,100,527,8,1,15,2
6488,100,527,8,1,16,1
6489,100,527,8,2,17,1
6490,100,527,8,1,17,2
6491,100,527,8,1,18,2
6492,100,527,8,2,19,2
6493,100,527,8,1,19,1
6494,100,527,8,2,20,1
6495,100,527,8,1,20,3
6496,100,527,8,2,21,2
6497,100,527,8,1,21,1
6498,100,527,8,2,22,1
6499,100,527,8,1,22,2
6500,100,527,8,2,23,3
6501,100,527,9,1,18,2
6502,100,527,9,1,21,1
6503,100,527,10,1,16,1
6504,100,527,10,1,19,1
6505,100,527,10,2,20,1
6506,100,527,10,2,21,1
6507,100,527,13,1,16,3
6508,100,527,13,2,17,1
6509,100,527,13,1,17,1
6510,100,527,13,1,18,2
6511,100,527,13,2,19,1
6512,100,527,13,1,19,2
6513,100,527,13,1,20,1
6514,100,527,13,1,21,2
6515,100,527,13,2,22,1
6516,100,527,13,1,22,4
6517,100,527,13,2,23,1
6518,100,527,13,1,23,5
6519,100,527,13,2,24,1
6520,100,527,13,1,24,1
6521,100,527,14,1,17,1
6522,100,527,17,2,21,1
6523,100,527,17,1,23,1
6524,100,527,18,1,16,1
6525,100,527,19,2,13,1
6526,100,527,19,2,18,1
6527,100,527,20,2,15,1
6528,100,527,20,2,17,2
6529,100,527,20,2,18,1
6530,100,527,21,2,17,1
6531,100,527,21,2,19,1
6532,100,527,21,2,22,1
6533,100,527,23,1,18,1
6534,100,527,23,1,20,2
6535,100,527,25,1,19,2
6536,100,527,25,2,22,1
6537,100,527,26,1,16,2
6538,100,527,26,2,17,1
6539,100,527,26,1,19,1
6540,100,527,26,1,23,1
6541,100,527,27,2,14,1
6542,100,527,27,2,20,1
6543,100,527,29,1,21,1
6544,100,527,31,2,13,1
6545,100,527,31,1,22,1
6546,100,527,31,1,23,1
6547,100,527,32,2,14,1
6548,100,527,32,2,15,1
6549,100,527,32,1,23,1
6550,100,527,33,1,15,1
6551,100,527,33,1,18,1
6552,100,527,33,1,20,2
6553,100,527,33,1,21,1
6554,100,528,1,1,15,2
6555,100,528,1,1,16,3
6556,100,528,1,1,17,1
6557,100,528,1,1,19,1
6558,100,528,3,2,22,1
6559,100,528,4,1,15,1
6560,100,528,4,1,17,4
6561,100,528,4,1,19,1
6562,100,528,5,1,16,1
6563,100,528,5,2,22,1
6564,100,528,5,1,22,1
6565,100,528,5,1,23,1
6566,100,528,5,1,24,1
6567,100,528,7,1,16,1
6568,100,528,7,2,18,1
6569,100,528,7,2,19,1
6570,100,528,7,2,20,1
6571,100,528,7,1,20,1
6572,100,528,7,1,21,2
6573,100,528,8,1,15,1
6574,100,528,8,1,16,3
6575,100,528,8,2,16,1
6576,100,528,8,1,17,2
6577,100,528,8,2,18,1
6578,100,528,8,1,18,2
6579,100,528,8,2,19,3
6580,100,528,8,1,19,2
6581,100,528,8,2,20,1
6582,100,528,8,1,20,1
6583,100,528,8,2,21,2
6584,100,528,8,1,21,1
6585,100,528,8,2,22,1
6586,100,528,8,1,23,3
6587,100,528,8,2,23,1
6588,100,528,9,1,18,1
6589,100,528,9,1,21,1
6590,100,528,9,2,23,1
6591,100,528,10,2,14,1
6592,100,528,10,1,18,1
6593,100,528,10,2,21,1
6594,100,528,10,1,21,1
6595,100,528,13,1,15,1
6596,100,528,13,2,16,1
6597,100,528,13,1,16,1
6598,100,528,13,2,17,3
6599,100,528,13,1,17,1
6600,100,528,13,1,18,1
6601,100,528,13,1,19,2
6602,100,528,13,1,20,2
6603,100,528,13,2,20,2
6604,100,528,13,1,21,3
6605,100,528,13,2,22,1
6606,100,528,13,1,22,2
6607,100,528,13,1,23,1
6608,100,528,13,2,23,1
6609,100,528,14,1,17,1
6610,100,528,18,1,17,1
6611,100,528,19,2,14,2
6612,100,528,19,2,16,1
6613,100,528,19,2,17,2
6614,100,528,19,2,18,2
6615,100,528,19,2,22,1
6616,100,528,20,2,15,1
6617,100,528,20,2,17,1
6618,100,528,22,2,12,1
6619,100,528,23,1,17,1
6620,100,528,25,2,15,1
6621,100,528,25,1,16,1
6622,100,528,25,2,22,1
6623,100,528,26,2,23,1
6624,100,528,27,2,9,1
6625,100,528,27,1,15,1
6626,100,528,28,2,15,1
6627,100,528,31,1,20,1
